Patient_ID,Split
P02586,train
P17447,train
P15243,train
P04968,train
P17194,train
P19656,train
P11490,train
P14868,train
P16921,train
P04954,train
P05252,train
P10904,train
P17336,train
P01716,train
P18441,train
P14096,train
P15207,train
P18583,train
P19816,train
P07059,train
P19941,train
P14340,train
P00466,train
P08117,train
P08306,train
P01387,train
P16104,train
P15801,train
P01521,train
P09699,train
P05898,train
P17543,train
P08872,train
P13411,train
P02812,train
P03673,train
P07494,train
P04362,train
P15288,train
P18608,train
P14276,train
P09293,train
P00945,train
P13290,train
P14075,train
P15833,train
P06401,train
P17374,train
P06022,train
P03407,train
P13282,train
P05755,train
P13259,train
P08836,train
P13725,train
P04088,train
P07521,train
P12993,train
P08331,train
P10435,train
P01274,train
P19982,train
P04608,train
P19899,train
P13767,train
P10991,train
P05087,train
P02892,train
P00852,train
P07124,train
P17200,train
P03481,train
P19038,train
P17245,train
P03747,train
P01760,train
P03764,train
P16155,train
P04433,train
P05429,train
P15026,train
P12434,train
P15293,train
P01509,train
P04247,train
P09812,train
P13061,train
P12003,train
P10010,train
P14681,train
P16243,train
P00236,train
P05927,train
P19049,train
P04908,train
P07891,train
P00763,train
P11610,train
P16482,train
P13098,train
P12295,train
P16061,train
P15216,train
P16550,train
P02128,train
P17247,train
P15918,train
P04745,train
P08923,train
P14366,train
P09833,train
P17398,train
P12691,train
P07627,train
P12128,train
P17591,train
P02290,train
P07408,train
P10045,train
P09449,train
P02615,train
P05928,train
P19292,train
P17352,train
P06478,train
P13069,train
P05377,train
P13408,train
P01715,train
P02737,train
P12500,train
P00310,train
P18592,train
P12700,train
P03317,train
P14445,train
P07311,train
P07818,train
P05919,train
P08890,train
P06260,train
P12139,train
P18401,train
P17089,train
P01726,train
P12646,train
P10308,train
P08642,train
P08989,train
P08772,train
P16497,train
P09329,train
P04310,train
P19976,train
P04178,train
P19184,train
P02957,train
P06940,train
P12964,train
P07294,train
P14053,train
P02059,train
P14388,train
P12655,train
P04585,train
P04114,train
P03689,train
P14022,train
P12898,train
P16398,train
P01577,train
P09027,train
P04129,train
P09777,train
P14203,train
P12619,train
P06343,train
P19832,train
P12845,train
P15248,train
P15760,train
P04813,train
P05278,train
P05043,train
P15459,train
P16908,train
P05297,train
P16709,train
P14974,train
P09291,train
P12052,train
P09224,train
P09765,train
P18531,train
P16131,train
P11286,train
P12190,train
P14200,train
P04284,train
P06235,train
P08430,train
P06412,train
P10510,train
P04710,train
P03715,train
P15287,train
P00087,train
P11295,train
P09716,train
P02803,train
P19148,train
P03229,train
P12271,train
P00108,train
P13017,train
P07664,train
P12727,train
P09939,train
P02470,train
P07483,train
P10030,train
P09223,train
P16749,train
P06820,train
P01270,train
P08160,train
P00143,train
P11985,train
P14780,train
P16357,train
P09821,train
P15053,train
P03952,train
P04416,train
P09730,train
P06328,train
P14217,train
P16499,train
P06029,train
P03361,train
P17239,train
P04672,train
P09557,train
P09563,train
P06127,train
P04230,train
P04286,train
P12278,train
P01200,train
P15019,train
P13186,train
P04923,train
P00972,train
P18022,train
P16175,train
P01166,train
P11652,train
P14341,train
P05742,train
P16885,train
P02825,train
P13180,train
P15840,train
P04108,train
P07582,train
P12584,train
P00177,train
P12363,train
P14753,train
P00395,train
P06622,train
P02654,train
P15179,train
P02471,train
P00892,train
P14410,train
P17870,train
P15572,train
P10457,train
P19263,train
P02044,train
P04821,train
P17908,train
P04940,train
P05685,train
P17938,train
P01213,train
P06521,train
P10105,train
P14172,train
P09486,train
P04309,train
P16738,train
P00470,train
P05100,train
P12495,train
P08948,train
P03364,train
P08730,train
P16718,train
P19253,train
P04145,train
P19254,train
P06718,train
P02820,train
P10971,train
P05361,train
P16066,train
P06755,train
P16762,train
P04786,train
P03874,train
P14956,train
P16831,train
P11612,train
P04619,train
P18569,train
P17663,train
P10973,train
P02123,train
P09446,train
P05415,train
P04011,train
P13837,train
P04314,train
P11543,train
P10893,train
P12761,train
P14380,train
P14826,train
P08167,train
P06687,train
P14392,train
P09693,train
P12318,train
P13457,train
P16696,train
P08954,train
P11989,train
P02968,train
P09109,train
P12796,train
P14844,train
P13935,train
P11502,train
P07880,train
P02206,train
P10998,train
P06761,train
P00974,train
P14814,train
P10839,train
P10760,train
P11752,train
P16180,train
P17302,train
P12217,train
P13663,train
P18031,train
P01031,train
P08164,train
P14997,train
P03408,train
P15560,train
P19364,train
P19808,train
P08519,train
P05675,train
P13539,train
P19825,train
P01297,train
P09505,train
P12798,train
P14458,train
P14785,train
P02370,train
P14871,train
P17877,train
P03474,train
P10875,train
P05756,train
P15909,train
P05579,train
P04555,train
P07590,train
P10970,train
P03827,train
P09066,train
P06369,train
P18433,train
P03310,train
P14687,train
P07677,train
P15817,train
P12724,train
P16150,train
P03551,train
P06674,train
P00239,train
P01108,train
P00438,train
P04537,train
P03518,train
P05637,train
P00970,train
P02121,train
P14554,train
P05204,train
P08073,train
P01117,train
P00077,train
P01450,train
P16205,train
P13606,train
P14704,train
P06453,train
P13347,train
P13722,train
P19641,train
P17740,train
P07622,train
P07260,train
P14766,train
P11771,train
P09127,train
P01882,train
P14867,train
P08706,train
P15316,train
P10908,train
P19845,train
P04207,train
P14121,train
P17476,train
P05292,train
P09817,train
P05573,train
P15699,train
P16748,train
P19227,train
P16813,train
P13573,train
P00844,train
P13175,train
P08077,train
P08233,train
P17502,train
P10462,train
P00298,train
P12925,train
P13209,train
P12312,train
P05526,train
P00422,train
P06826,train
P13414,train
P10331,train
P07767,train
P04774,train
P01748,train
P06612,train
P06344,train
P13772,train
P13004,train
P07204,train
P04959,train
P18535,train
P09282,train
P15772,train
P12818,train
P05254,train
P02258,train
P13165,train
P08620,train
P01344,train
P05054,train
P09566,train
P17562,train
P14434,train
P05162,train
P05809,train
P10770,train
P16958,train
P01952,train
P11772,train
P07527,train
P04059,train
P10749,train
P05739,train
P07484,train
P12336,train
P17950,train
P15472,train
P12806,train
P05010,train
P04301,train
P10386,train
P00148,train
P02532,train
P03215,train
P08562,train
P19439,train
P08456,train
P08822,train
P00212,train
P19097,train
P16637,train
P03113,train
P13243,train
P17092,train
P00441,train
P09591,train
P11210,train
P00241,train
P18029,train
P01215,train
P01042,train
P08669,train
P02958,train
P19758,train
P17230,train
P08333,train
P07035,train
P08571,train
P16351,train
P14030,train
P09172,train
P00076,train
P05311,train
P02202,train
P06330,train
P07088,train
P07708,train
P19212,train
P10784,train
P02435,train
P01657,train
P18204,train
P06713,train
P10438,train
P07201,train
P04160,train
P05042,train
P11182,train
P10311,train
P11455,train
P06118,train
P15238,train
P01549,train
P13486,train
P01792,train
P09859,train
P18903,train
P15107,train
P04699,train
P00039,train
P06680,train
P00530,train
P12654,train
P09276,train
P08552,train
P14477,train
P02899,train
P08468,train
P16896,train
P14322,train
P02733,train
P17244,train
P04335,train
P17470,train
P14006,train
P12218,train
P17192,train
P11496,train
P16130,train
P12851,train
P02668,train
P03818,train
P05877,train
P00175,train
P14850,train
P11121,train
P03668,train
P09010,train
P15330,train
P19550,train
P19063,train
P01261,train
P09656,train
P10310,train
P19897,train
P14508,train
P05251,train
P13750,train
P07187,train
P00749,train
P03977,train
P03581,train
P18048,train
P15098,train
P14621,train
P05796,train
P06928,train
P14413,train
P19620,train
P06193,train
P17987,train
P03084,train
P13738,train
P14255,train
P12343,train
P18666,train
P09954,train
P08739,train
P13226,train
P00050,train
P08131,train
P07471,train
P00685,train
P05150,train
P03548,train
P14164,train
P08920,train
P00648,train
P02106,train
P13970,train
P03233,train
P03141,train
P08650,train
P05701,train
P03247,train
P11647,train
P00519,train
P03180,train
P07180,train
P10237,train
P11682,train
P10236,train
P18738,train
P10273,train
P07986,train
P05272,train
P10942,train
P04048,train
P11023,train
P05052,train
P19800,train
P01304,train
P18830,train
P10832,train
P08598,train
P00672,train
P03492,train
P07700,train
P05114,train
P10283,train
P18579,train
P01054,train
P02591,train
P05247,train
P12574,train
P08845,train
P14101,train
P18622,train
P15694,train
P05933,train
P03390,train
P08406,train
P18822,train
P03823,train
P11207,train
P14728,train
P09807,train
P02971,train
P19237,train
P17312,train
P01250,train
P16665,train
P17415,train
P01573,train
P05528,train
P05097,train
P08761,train
P14528,train
P15390,train
P16632,train
P07466,train
P19422,train
P11151,train
P04330,train
P02089,train
P15132,train
P01975,train
P12097,train
P11759,train
P09096,train
P02099,train
P01405,train
P07876,train
P17550,train
P08058,train
P01953,train
P09189,train
P03307,train
P02672,train
P04566,train
P02821,train
P02942,train
P14489,train
P19247,train
P08092,train
P06650,train
P18101,train
P18578,train
P09709,train
P18534,train
P18695,train
P09200,train
P14955,train
P11283,train
P18107,train
P00181,train
P08215,train
P10792,train
P03693,train
P09020,train
P08970,train
P07325,train
P02140,train
P13608,train
P12888,train
P16538,train
P00607,train
P04308,train
P10423,train
P18837,train
P14685,train
P13088,train
P04429,train
P03907,train
P12268,train
P09221,train
P02741,train
P06964,train
P12787,train
P16152,train
P09743,train
P18071,train
P18874,train
P11327,train
P02641,train
P00545,train
P01786,train
P02743,train
P14088,train
P13315,train
P09209,train
P13553,train
P18240,train
P05545,train
P06882,train
P08343,train
P09059,train
P18338,train
P01632,train
P07480,train
P02425,train
P18869,train
P00292,train
P11466,train
P17479,train
P02483,train
P15483,train
P12992,train
P01588,train
P11188,train
P08265,train
P18371,train
P18802,train
P03425,train
P19492,train
P09893,train
P08274,train
P04493,train
P06233,train
P02897,train
P09553,train
P04268,train
P12046,train
P16229,train
P09670,train
P02211,train
P04799,train
P07841,train
P10978,train
P00421,train
P14863,train
P05237,train
P15201,train
P15863,train
P06547,train
P10116,train
P16782,train
P15220,train
P00846,train
P15090,train
P15939,train
P00837,train
P11284,train
P06784,train
P02685,train
P03824,train
P15673,train
P14227,train
P19030,train
P13163,train
P13787,train
P09952,train
P05184,train
P06602,train
P01363,train
P04891,train
P06128,train
P14612,train
P02032,train
P03350,train
P11086,train
P18024,train
P08478,train
P03510,train
P01302,train
P16462,train
P14342,train
P10867,train
P07709,train
P02515,train
P18169,train
P06028,train
P03848,train
P10262,train
P16109,train
P09751,train
P09473,train
P17775,train
P16419,train
P10500,train
P15922,train
P16435,train
P11168,train
P02337,train
P09185,train
P11702,train
P04987,train
P05695,train
P13332,train
P16296,train
P15928,train
P09373,train
P09026,train
P19728,train
P16381,train
P19182,train
P17866,train
P16881,train
P08626,train
P15204,train
P04616,train
P02456,train
P06589,train
P09697,train
P09705,train
P07900,train
P17186,train
P01468,train
P05706,train
P12965,train
P11039,train
P08867,train
P01455,train
P02013,train
P05185,train
P06858,train
P12740,train
P06424,train
P10883,train
P01733,train
P17407,train
P14665,train
P04527,train
P06984,train
P04809,train
P10659,train
P12307,train
P07043,train
P11595,train
P18078,train
P07974,train
P07556,train
P07096,train
P03873,train
P11305,train
P17444,train
P15687,train
P17544,train
P06723,train
P02009,train
P03512,train
P06592,train
P14444,train
P03306,train
P09302,train
P09900,train
P13049,train
P10604,train
P18105,train
P02174,train
P16079,train
P14498,train
P02261,train
P16306,train
P00404,train
P13047,train
P11971,train
P09064,train
P02303,train
P12961,train
P09609,train
P11817,train
P14999,train
P07354,train
P19414,train
P09167,train
P01764,train
P11634,train
P05485,train
P16334,train
P03763,train
P15315,train
P18272,train
P14048,train
P18336,train
P06414,train
P07696,train
P10902,train
P00114,train
P12472,train
P04231,train
P19776,train
P17977,train
P15499,train
P16293,train
P04491,train
P18305,train
P05125,train
P03378,train
P07422,train
P01837,train
P14791,train
P12505,train
P01494,train
P19115,train
P13595,train
P00779,train
P00065,train
P11848,train
P17925,train
P04605,train
P09340,train
P05688,train
P13288,train
P00736,train
P02406,train
P14989,train
P09667,train
P13097,train
P11268,train
P18152,train
P05609,train
P10357,train
P10826,train
P07994,train
P12642,train
P12041,train
P04109,train
P09575,train
P16018,train
P02248,train
P01915,train
P14695,train
P08111,train
P17509,train
P16230,train
P04384,train
P12978,train
P13516,train
P08166,train
P05302,train
P12651,train
P16252,train
P11487,train
P19191,train
P18789,train
P18209,train
P13698,train
P02434,train
P02547,train
P18379,train
P09150,train
P08193,train
P15588,train
P19586,train
P15281,train
P04737,train
P12699,train
P10351,train
P05768,train
P03248,train
P02960,train
P08636,train
P04688,train
P09377,train
P19434,train
P19451,train
P06459,train
P13590,train
P11663,train
P11059,train
P16031,train
P18580,train
P00674,train
P10470,train
P10554,train
P16681,train
P18382,train
P19665,train
P08112,train
P10555,train
P16989,train
P05741,train
P04036,train
P05857,train
P14993,train
P12109,train
P06854,train
P17411,train
P14490,train
P08113,train
P05322,train
P18455,train
P04224,train
P13518,train
P02540,train
P10297,train
P07086,train
P19352,train
P15783,train
P03429,train
P11185,train
P15087,train
P00867,train
P14650,train
P11537,train
P00517,train
P06645,train
P03188,train
P05398,train
P06739,train
P00673,train
P06586,train
P09666,train
P05660,train
P00229,train
P04495,train
P07671,train
P10398,train
P13589,train
P14495,train
P18681,train
P09615,train
P15004,train
P00992,train
P09960,train
P07871,train
P11938,train
P11063,train
P12410,train
P03065,train
P07247,train
P05854,train
P09849,train
P09042,train
P14718,train
P05274,train
P11662,train
P11650,train
P10723,train
P14156,train
P05717,train
P16650,train
P03434,train
P01950,train
P15857,train
P04360,train
P02016,train
P10809,train
P00728,train
P11765,train
P00595,train
P18277,train
P05066,train
P14938,train
P11541,train
P17455,train
P18168,train
P00249,train
P06900,train
P06762,train
P04926,train
P17762,train
P08749,train
P12828,train
P14352,train
P11241,train
P18487,train
P08142,train
P08856,train
P06895,train
P12683,train
P05338,train
P14615,train
P11856,train
P05615,train
P08472,train
P13170,train
P15732,train
P19951,train
P18864,train
P09942,train
P03207,train
P05273,train
P06688,train
P03146,train
P08803,train
P07832,train
P03143,train
P13490,train
P07339,train
P14474,train
P18159,train
P17394,train
P08378,train
P14951,train
P07314,train
P05037,train
P00211,train
P06804,train
P08246,train
P13131,train
P01428,train
P19394,train
P03962,train
P17929,train
P02285,train
P06494,train
P17732,train
P13697,train
P16451,train
P13828,train
P19640,train
P00431,train
P06182,train
P00188,train
P06300,train
P03205,train
P03718,train
P03726,train
P09658,train
P16343,train
P04612,train
P07798,train
P15899,train
P11950,train
P06653,train
P07691,train
P04994,train
P19807,train
P04660,train
P10220,train
P11621,train
P10514,train
P07610,train
P18413,train
P08033,train
P01656,train
P16970,train
P12099,train
P17429,train
P04831,train
P19387,train
P16447,train
P03416,train
P03284,train
P10023,train
P11692,train
P09479,train
P17980,train
P07550,train
P04168,train
P15286,train
P05050,train
P14648,train
P17735,train
P08810,train
P08235,train
P14847,train
P02086,train
P18567,train
P12579,train
P08694,train
P00497,train
P08771,train
P04703,train
P10417,train
P05538,train
P14870,train
P08327,train
P01227,train
P00159,train
P03572,train
P13665,train
P09877,train
P09741,train
P14620,train
P16389,train
P18591,train
P05871,train
P09512,train
P16895,train
P16266,train
P03486,train
P10162,train
P18846,train
P12326,train
P14194,train
P16577,train
P16812,train
P16979,train
P07641,train
P10984,train
P01011,train
P02563,train
P12133,train
P07182,train
P11939,train
P05953,train
P13745,train
P00068,train
P13182,train
P08307,train
P07743,train
P11545,train
P06111,train
P14447,train
P07489,train
P04041,train
P18604,train
P15389,train
P08085,train
P11918,train
P19225,train
P13207,train
P06058,train
P11970,train
P14258,train
P16608,train
P05191,train
P05095,train
P05438,train
P17532,train
P11036,train
P18369,train
P14605,train
P07023,train
P03576,train
P00220,train
P00304,train
P11739,train
P18089,train
P05943,train
P12656,train
P18189,train
P08592,train
P13018,train
P19313,train
P14265,train
P09502,train
P02997,train
P11392,train
P17911,train
P18880,train
P01411,train
P06097,train
P09522,train
P10174,train
P16481,train
P14295,train
P15476,train
P05658,train
P14828,train
P09082,train
P09535,train
P09506,train
P08619,train
P10701,train
P12614,train
P08527,train
P16541,train
P09404,train
P18156,train
P19865,train
P09044,train
P13151,train
P11043,train
P02666,train
P07101,train
P11975,train
P16387,train
P17467,train
P15370,train
P17384,train
P15753,train
P07934,train
P00366,train
P16777,train
P04963,train
P09791,train
P05791,train
P06493,train
P11390,train
P03780,train
P17273,train
P14439,train
P10201,train
P11089,train
P12915,train
P03674,train
P10743,train
P07237,train
P11909,train
P04131,train
P11807,train
P18739,train
P05313,train
P19510,train
P10119,train
P09869,train
P10259,train
P08799,train
P12779,train
P07742,train
P06012,train
P03730,train
P02571,train
P14484,train
P16172,train
P13337,train
P04369,train
P04022,train
P08812,train
P12118,train
P12141,train
P02212,train
P01231,train
P04051,train
P08509,train
P04787,train
P07768,train
P00297,train
P11014,train
P10745,train
P01347,train
P04443,train
P19104,train
P11977,train
P11633,train
P18732,train
P00037,train
P07275,train
P19122,train
P16971,train
P00909,train
P04256,train
P19537,train
P15534,train
P17472,train
P12926,train
P04724,train
P05229,train
P04909,train
P04197,train
P14023,train
P17788,train
P02806,train
P09151,train
P10120,train
P07869,train
P15497,train
P17213,train
P04434,train
P09691,train
P10343,train
P17583,train
P09384,train
P11469,train
P10808,train
P01738,train
P15864,train
P11179,train
P16319,train
P18321,train
P05170,train
P19672,train
P19615,train
P12556,train
P18631,train
P00151,train
P00556,train
P09809,train
P05260,train
P14213,train
P04297,train
P12325,train
P09146,train
P04596,train
P10857,train
P05365,train
P18384,train
P15503,train
P05747,train
P19079,train
P05729,train
P10772,train
P16601,train
P03883,train
P19452,train
P14601,train
P09790,train
P14742,train
P15340,train
P00093,train
P03710,train
P19269,train
P07933,train
P11323,train
P10118,train
P13826,train
P05235,train
P12230,train
P09472,train
P13144,train
P16053,train
P15567,train
P01845,train
P06347,train
P10571,train
P09360,train
P13502,train
P04217,train
P14496,train
P05830,train
P06470,train
P18659,train
P06712,train
P10188,train
P07063,train
P15610,train
P04359,train
P10443,train
P14374,train
P10668,train
P06599,train
P06837,train
P05478,train
P10600,train
P18845,train
P10032,train
P17538,train
P06866,train
P10597,train
P08581,train
P01151,train
P17995,train
P06015,train
P14530,train
P04339,train
P14356,train
P13363,train
P04258,train
P01629,train
P16906,train
P07759,train
P03255,train
P19252,train
P17270,train
P02554,train
P01571,train
P08820,train
P02389,train
P01427,train
P01154,train
P16453,train
P16340,train
P04399,train
P03386,train
P03601,train
P19525,train
P10125,train
P04425,train
P14919,train
P04775,train
P02320,train
P10545,train
P14961,train
P01905,train
P17056,train
P00990,train
P05556,train
P01568,train
P04705,train
P04822,train
P14834,train
P09463,train
P05774,train
P17140,train
P07233,train
P15042,train
P00072,train
P14135,train
P16679,train
P19668,train
P13442,train
P11228,train
P13695,train
P02730,train
P03327,train
P05346,train
P18085,train
P06829,train
P08280,train
P03263,train
P04042,train
P11489,train
P03587,train
P18276,train
P11796,train
P07528,train
P14017,train
P07048,train
P17093,train
P10137,train
P11704,train
P02279,train
P01972,train
P02468,train
P14241,train
P08628,train
P17556,train
P07368,train
P06773,train
P12826,train
P05210,train
P11983,train
P02576,train
P17038,train
P09607,train
P13162,train
P03300,train
P05164,train
P05968,train
P18665,train
P11507,train
P01303,train
P03034,train
P02348,train
P03214,train
P03170,train
P15173,train
P10022,train
P01246,train
P06617,train
P12709,train
P17412,train
P09457,train
P19084,train
P08217,train
P01301,train
P17327,train
P07330,train
P11707,train
P01890,train
P01806,train
P11898,train
P02788,train
P00180,train
P09285,train
P03997,train
P04007,train
P00570,train
P00354,train
P04252,train
P11990,train
P07062,train
P13498,train
P14926,train
P12323,train
P03869,train
P15941,train
P12910,train
P08511,train
P04982,train
P07106,train
P18922,train
P01489,train
P01651,train
P17036,train
P05627,train
P05759,train
P10228,train
P15279,train
P02758,train
P11145,train
P08189,train
P06901,train
P02008,train
P19565,train
P08766,train
P06387,train
P16910,train
P00765,train
P04590,train
P17358,train
P07532,train
P03867,train
P03679,train
P16914,train
P10590,train
P05367,train
P15496,train
P03091,train
P00348,train
P05639,train
P08871,train
P04153,train
P14343,train
P17854,train
P10879,train
P11900,train
P08588,train
P08367,train
P12825,train
P07935,train
P01360,train
P02405,train
P19194,train
P16021,train
P18819,train
P14502,train
P12462,train
P07813,train
P00427,train
P09272,train
P01672,train
P00123,train
P15887,train
P00918,train
P05019,train
P14836,train
P11259,train
P09413,train
P00460,train
P08508,train
P13757,train
P02819,train
P01233,train
P00600,train
P18533,train
P15620,train
P04299,train
P00741,train
P09631,train
P04337,train
P11248,train
P16225,train
P17677,train
P18769,train
P17783,train
P01284,train
P15266,train
P18293,train
P09233,train
P11579,train
P13159,train
P07012,train
P11258,train
P18517,train
P14727,train
P04467,train
P03181,train
P06800,train
P18405,train
P02015,train
P14071,train
P02539,train
P15167,train
P15347,train
P00199,train
P02738,train
P06227,train
P04317,train
P08595,train
P18881,train
P03951,train
P18424,train
P14287,train
P19140,train
P06628,train
P16619,train
P14016,train
P17175,train
P05084,train
P12469,train
P14152,train
P03851,train
P13668,train
P15368,train
P09972,train
P00538,train
P06614,train
P18051,train
P04885,train
P08652,train
P11352,train
P16110,train
P14004,train
P15756,train
P00380,train
P11904,train
P11026,train
P16728,train
P15181,train
P08385,train
P04246,train
P09586,train
P05786,train
P04232,train
P16376,train
P13649,train
P02925,train
P13106,train
P04846,train
P16121,train
P18636,train
P13194,train
P09899,train
P18671,train
P08209,train
P13433,train
P10401,train
P15380,train
P02578,train
P06646,train
P08075,train
P19463,train
P11041,train
P08707,train
P19558,train
P04818,train
P14553,train
P14649,train
P13642,train
P01287,train
P18306,train
P17151,train
P14037,train
P11960,train
P05548,train
P10916,train
P19915,train
P02884,train
P06048,train
P10243,train
P14626,train
P10272,train
P15595,train
P03149,train
P08575,train
P19759,train
P00619,train
P15067,train
P13494,train
P10379,train
P00477,train
P00127,train
P06689,train
P16883,train
P18447,train
P13117,train
P04350,train
P10406,train
P06965,train
P10932,train
P03105,train
P01745,train
P01707,train
P11908,train
P09278,train
P03924,train
P12100,train
P09718,train
P03847,train
P12314,train
P12224,train
P19627,train
P18153,train
P01214,train
P10087,train
P08725,train
P05481,train
P05887,train
P13150,train
P19279,train
P16291,train
P00543,train
P16183,train
P12010,train
P05455,train
P14090,train
P09057,train
P04196,train
P03048,train
P13430,train
P11697,train
P00029,train
P12225,train
P02262,train
P06436,train
P06154,train
P07266,train
P00911,train
P00371,train
P17552,train
P06817,train
P17661,train
P09888,train
P05335,train
P13453,train
P12547,train
P19527,train
P17059,train
P05078,train
P01985,train
P06904,train
P12490,train
P16190,train
P13689,train
P01107,train
P16631,train
P08321,train
P04351,train
P01654,train
P10038,train
P00815,train
P00243,train
P19977,train
P04423,train
P06187,train
P15034,train
P06863,train
P15950,train
P13771,train
P12543,train
P00877,train
P13455,train
P18215,train
P06375,train
P08259,train
P16633,train
P06402,train
P03783,train
P02914,train
P09121,train
P09712,train
P03315,train
P03628,train
P05488,train
P15502,train
P07135,train
P17249,train
P05474,train
P04210,train
P09439,train
P07690,train
P17052,train
P03623,train
P12829,train
P02653,train
P12522,train
P17606,train
P18785,train
P13586,train
P07299,train
P19427,train
P13238,train
P00488,train
P07808,train
P15150,train
P10178,train
P02494,train
P10635,train
P05766,train
P07727,train
P10666,train
P08447,train
P08943,train
P12172,train
P14078,train
P11087,train
P09663,train
P09089,train
P10217,train
P07864,train
P06742,train
P18290,train
P13979,train
P17697,train
P19319,train
P11656,train
P00518,train
P16835,train
P01556,train
P08950,train
P09605,train
P00406,train
P18540,train
P07270,train
P16855,train
P14520,train
P11607,train
P00662,train
P10945,train
P13676,train
P18951,train
P15176,train
P02301,train
P07752,train
P18528,train
P15865,train
P18584,train
P05602,train
P16226,train
P05788,train
P17191,train
P06706,train
P16118,train
P04771,train
P10061,train
P17017,train
P19286,train
P07445,train
P04444,train
P02659,train
P11356,train
P16722,train
P09884,train
P19454,train
P03331,train
P19734,train
P09815,train
P16530,train
P04365,train
P03056,train
P00440,train
P08417,train
P08903,train
P03097,train
P04770,train
P06819,train
P11445,train
P16238,train
P02508,train
P06668,train
P19643,train
P05620,train
P01812,train
P05446,train
P09903,train
P15408,train
P03529,train
P09421,train
P01464,train
P09876,train
P04988,train
P04461,train
P04600,train
P15086,train
P09288,train
P19660,train
P04803,train
P09655,train
P19809,train
P04276,train
P08576,train
P05923,train
P18946,train
P13817,train
P03890,train
P11074,train
P18853,train
P02995,train
P11504,train
P17269,train
P00496,train
P00373,train
P11442,train
P16725,train
P06574,train
P02342,train
P02094,train
P14173,train
P10844,train
P04657,train
P19778,train
P01358,train
P02805,train
P12111,train
P18718,train
P09878,train
P02955,train
P15228,train
P05035,train
P12170,train
P10142,train
P03796,train
P16556,train
P15558,train
P19010,train
P14153,train
P15852,train
P06290,train
P14506,train
P19903,train
P03520,train
P19763,train
P11272,train
P16455,train
P17126,train
P19065,train
P11376,train
P13584,train
P09202,train
P15468,train
P10388,train
P10393,train
P01148,train
P01289,train
P10082,train
P05152,train
P12497,train
P02462,train
P14478,train
P08365,train
P19815,train
P04379,train
P08053,train
P11227,train
P16349,train
P13108,train
P18994,train
P00637,train
P17699,train
P05939,train
P12661,train
P07858,train
P18057,train
P04759,train
P01277,train
P14716,train
P19090,train
P19190,train
P07950,train
P11897,train
P12918,train
P14594,train
P17615,train
P12060,train
P16294,train
P16198,train
P17736,train
P07824,train
P10601,train
P10540,train
P05779,train
P11569,train
P06220,train
P18278,train
P19587,train
P14809,train
P17474,train
P13645,train
P13550,train
P05969,train
P15862,train
P19203,train
P17814,train
P18988,train
P14690,train
P05133,train
P03297,train
P13224,train
P00722,train
P11984,train
P17367,train
P09206,train
P03050,train
P04381,train
P02706,train
P05673,train
P10535,train
P17993,train
P02441,train
P10656,train
P10258,train
P08224,train
P04376,train
P15618,train
P13386,train
P19120,train
P07905,train
P10238,train
P13485,train
P13798,train
P03104,train
P19171,train
P06180,train
P17641,train
P19880,train
P15750,train
P16362,train
P05209,train
P15696,train
P02296,train
P01777,train
P16310,train
P14312,train
P18694,train
P05015,train
P10814,train
P02452,train
P05370,train
P19458,train
P12015,train
P05632,train
P09072,train
P00822,train
P08388,train
P03451,train
P17818,train
P17022,train
P16823,train
P12754,train
P06181,train
P16179,train
P00752,train
P03073,train
P13585,train
P11117,train
P18138,train
P03459,train
P16337,train
P03096,train
P18394,train
P07327,train
P06798,train
P00745,train
P17554,train
P14308,train
P19773,train
P01327,train
P14267,train
P18201,train
P12814,train
P09049,train
P11695,train
P12659,train
P16210,train
P03435,train
P04973,train
P13890,train
P01598,train
P09392,train
P14378,train
P10433,train
P17864,train
P07015,train
P09016,train
P10419,train
P07433,train
P18375,train
P13064,train
P10465,train
P15235,train
P14632,train
P00873,train
P08775,train
P03769,train
P16938,train
P18893,train
P01197,train
P03762,train
P01309,train
P05217,train
P13806,train
P07485,train
P07383,train
P09099,train
P03411,train
P13084,train
P07110,train
P07344,train
P04961,train
P10165,train
P19618,train
P07159,train
P16543,train
P12860,train
P15853,train
P11311,train
P07071,train
P07828,train
P01532,train
P19862,train
P19257,train
P08530,train
P17756,train
P06417,train
P08869,train
P19474,train
P14729,train
P13533,train
P06813,train
P14437,train
P06211,train
P07100,train
P01161,train
P17512,train
P17460,train
P06282,train
P04470,train
P02112,train
P08289,train
P15896,train
P06335,train
P04726,train
P13540,train
P05962,train
P03046,train
P12390,train
P05071,train
P04783,train
P12332,train
P04785,train
P08391,train
P06253,train
P17952,train
P13965,train
P19623,train
P02006,train
P02579,train
P12969,train
P19042,train
P10946,train
P10325,train
P15948,train
P09100,train
P16020,train
P14321,train
P12550,train
P18012,train
P00597,train
P04140,train
P06652,train
P03972,train
P10963,train
P12357,train
P06101,train
P09262,train
P06664,train
P18241,train
P18990,train
P09934,train
P18564,train
P05727,train
P08930,train
P03391,train
P17912,train
P07481,train
P02636,train
P19657,train
P13513,train
P17826,train
P10208,train
P11296,train
P17422,train
P14423,train
P06434,train
P17041,train
P10579,train
P11658,train
P07926,train
P02739,train
P17904,train
P13627,train
P18478,train
P02042,train
P17764,train
P04353,train
P14324,train
P02402,train
P19085,train
P16420,train
P16817,train
